method,scenario_file,source_file,runs,mean_error,std_error,mean_time,std_time
PMFS,"House17_4,6-1,2_fast","results\PMFS\House17_4,6-1,2_fast.csv",5,0.6174793999999999,0.02323518952580332,80.2246698,1.8780011640879508
PMFS,"House17_4,6-1,2_slow","results\PMFS\House17_4,6-1,2_slow.csv",5,0.8437388,0.16064887815263446,100.95029480000001,6.238975482787275
PMFS,"House18_1,2-4,5_fast","results\PMFS\House18_1,2-4,5_fast.csv",5,0.6837199999999999,0.062127077273118184,103.970361,6.058046445235915
PMFS,"House18_1,2-4,5_slow","results\PMFS\House18_1,2-4,5_slow.csv",5,0.8651316000000001,0.1557965557170633,124.18222060000001,8.258931338019663
PMFS,"House18_5,3-1_fast","results\PMFS\House18_5,3-1_fast.csv",5,0.5879128,0.01615252453023983,98.0183048,6.675936142357617
PMFS,"House18_5,3-1_slow","results\PMFS\House18_5,3-1_slow.csv",5,0.645819,0.06932564336881411,115.9920868,3.242983597788419
PMFS,"House19_2,4-1,5_fast","results\PMFS\House19_2,4-1,5_fast.csv",5,0.5516722,0.016005973891019543,110.2120778,10.527733175689944
PMFS,"House19_2,4-1,5_slow","results\PMFS\House19_2,4-1,5_slow.csv",5,0.6879573999999999,0.06690736659591379,139.3182166,3.941165537100455
PMFS,"House19_4,5-1_fast","results\PMFS\House19_4,5-1_fast.csv",5,0.5769958,0.02122672519961566,99.5350756,7.043871931691782
PMFS,"House19_4,5-1_slow","results\PMFS\House19_4,5-1_slow.csv",5,0.6271932,0.05795330935071783,123.38729980000001,6.9957852490599475
PMFS,"House20_2-1,4_fast","results\PMFS\House20_2-1,4_fast.csv",5,0.5894168000000001,0.030604303058556992,103.9786464,6.394096794564837
PMFS,"House20_2-1,4_slow","results\PMFS\House20_2-1,4_slow.csv",5,0.5408748,0.03409239322341569,104.93277679999998,7.198429859666597
PMFS,House20_4-1_fast,results\PMFS\House20_4-1_fast.csv,5,0.5233536,0.03201497509447728,101.94712799999999,8.743171351554368
PMFS,House20_4-1_slow,results\PMFS\House20_4-1_slow.csv,5,0.788359,0.11113561683366859,144.0460848,2.4844248205923183
PMFS,"House21_1,2,5-9,10_fast","results\PMFS\House21_1,2,5-9,10_fast.csv",5,0.5681955999999999,0.024745216068969768,90.7950874,5.176337116098146
PMFS,"House21_1,2,5-9,10_slow","results\PMFS\House21_1,2,5-9,10_slow.csv",5,0.7286872,0.05412745706847868,120.454446,6.721878626986393
PMFS,"House21_6,8-1,2_fast","results\PMFS\House21_6,8-1,2_fast.csv",5,0.7340282,0.07818204832120987,101.5775424,8.442041615109957
PMFS,"House21_6,8-1,2_slow","results\PMFS\House21_6,8-1,2_slow.csv",5,0.6375446,0.05945169556707364,102.1570006,5.107834389245537
PMFS,House22_2-5_fast,results\PMFS\House22_2-5_fast.csv,5,0.7417672,0.10575579088494398,90.2578972,4.921458526648092
PMFS,House22_2-5_slow,results\PMFS\House22_2-5_slow.csv,5,0.9567802000000001,0.101214736951691,96.35045099999999,6.018150240051215
PMFS,House22_6-1_fast,results\PMFS\House22_6-1_fast.csv,5,0.9117846000000001,0.17409111605076238,85.6548648,2.6246990547199274
PMFS,House22_6-1_slow,results\PMFS\House22_6-1_slow.csv,5,1.0746182000000002,0.20430724030905023,105.4702872,7.053501308350782
PMFS,"House23_13,14-5,6,10_fast","results\PMFS\House23_13,14-5,6,10_fast.csv",5,1.1893216,0.2607881420900881,85.334221,3.194000369330286
PMFS,"House23_13,14-5,6,10_slow","results\PMFS\House23_13,14-5,6,10_slow.csv",5,1.8686219999999998,0.10080961472498545,96.77028379999999,6.419148313945446
PMFS,"House23_15-6,10_fast","results\PMFS\House23_15-6,10_fast.csv",5,0.9552189999999999,0.16289968328238086,77.8072242,1.3886343379328454
PMFS,"House23_15-6,10_slow","results\PMFS\House23_15-6,10_slow.csv",5,1.2188037999999999,0.25382352784109674,88.0659812,2.4295540953550927
PMFS,"House24_2,4-1_fast","results\PMFS\House24_2,4-1_fast.csv",5,1.1877174,0.2847290699907546,81.0625156,1.9145231668157747
PMFS,"House24_2,4-1_slow","results\PMFS\House24_2,4-1_slow.csv",5,2.2476008,0.2147969548613294,97.854258,7.609417195427253
PMFS,House24_2-1_fast,results\PMFS\House24_2-1_fast.csv,5,0.9958524000000001,0.21764433444567308,77.0029118,0.534072730774748
PMFS,House24_2-1_slow,results\PMFS\House24_2-1_slow.csv,5,0.8399648,0.11984212407246463,79.94210519999999,2.2486277854006196
PMFS,"House25_2,7-3_fast","results\PMFS\House25_2,7-3_fast.csv",5,1.0356277999999999,0.16771813102404878,79.81120920000001,1.8760892281823105
PMFS,"House25_2,7-3_slow","results\PMFS\House25_2,7-3_slow.csv",5,1.0160589999999998,0.21915104705773136,85.5359814,2.514767640379585
PMFS,"House25_3,4-1,7_fast","results\PMFS\House25_3,4-1,7_fast.csv",5,0.979747,0.2026127116853728,80.2828722,1.403738874249122
PMFS,"House25_3,4-1,7_slow","results\PMFS\House25_3,4-1,7_slow.csv",5,1.4930436,0.187521955571341,87.0555924,4.292239780188111
PMFS,"House26_4,5-1,3_fast","results\PMFS\House26_4,5-1,3_fast.csv",5,0.8921711999999999,0.17686022756742115,88.5594188,1.7537004718840106
PMFS,"House26_4,5-1,3_slow","results\PMFS\House26_4,5-1,3_slow.csv",5,0.9473544,0.17115837911215448,88.4870742,4.5995934600789665
PMFS,"House26_5,6-3_fast","results\PMFS\House26_5,6-3_fast.csv",5,0.8139823999999999,0.1541037045573532,82.6784832,1.810011351570675
PMFS,"House26_5,6-3_slow","results\PMFS\House26_5,6-3_slow.csv",5,1.1763854,0.19120562878822367,111.37099640000001,9.427345023571338
PMFS,"House27_3,4-9_fast","results\PMFS\House27_3,4-9_fast.csv",5,0.6137826000000001,0.02217544755579915,83.2367784,2.5127550588815435
PMFS,"House27_3,4-9_slow","results\PMFS\House27_3,4-9_slow.csv",5,0.8528272000000001,0.1962614857701327,117.60110540000001,6.843792092000405
PMFS,"House27_7,8,9-1,2,3,4_fast","results\PMFS\House27_7,8,9-1,2,3,4_fast.csv",5,0.9411493999999999,0.16067430686733958,101.5146888,5.122648786316284
PMFS,"House27_7,8,9-1,2,3,4_slow","results\PMFS\House27_7,8,9-1,2,3,4_slow.csv",5,1.1350381999999999,0.2640668026517154,108.6759292,9.970186695247072
PMFS,"House28_5,7-2,3_fast","results\PMFS\House28_5,7-2,3_fast.csv",5,0.8144408000000001,0.12134828536365896,97.6101054,3.233476614322705
PMFS,"House28_5,7-2,3_slow","results\PMFS\House28_5,7-2,3_slow.csv",5,1.1118318,0.2574478371315245,118.45640819999998,8.171314250112868
PMFS,"House28_8-1,3_fast","results\PMFS\House28_8-1,3_fast.csv",5,0.5830696,0.027104963739138257,82.78904059999999,2.40676170198574
PMFS,"House28_8-1,3_slow","results\PMFS\House28_8-1,3_slow.csv",5,0.64531,0.04644488161789198,101.829292,7.865720570993984
PMFS,House29_1-3_fast,results\PMFS\House29_1-3_fast.csv,5,0.6569322,0.029378049206848306,85.4382614,3.9262842645809926
PMFS,House29_1-3_slow,results\PMFS\House29_1-3_slow.csv,5,0.8881484000000001,0.19717319829099497,103.6791314,5.989927047111493
PMFS,House29_3-1_fast,results\PMFS\House29_3-1_fast.csv,5,0.785477,0.07920018693475413,85.29450299999999,3.022297460812718
PMFS,House29_3-1_slow,results\PMFS\House29_3-1_slow.csv,5,0.9006263999999999,0.2181503805057419,91.3414768,4.116205400159804
PMFS,"House30_1,8-5_fast","results\PMFS\House30_1,8-5_fast.csv",5,0.9567912,0.145444342685441,81.3868968,2.673402553217847
PMFS,"House30_1,8-5_slow","results\PMFS\House30_1,8-5_slow.csv",5,1.751389,0.16514382112722237,105.8886924,7.285191038395478
PMFS,"House30_7,8-3,4_fast","results\PMFS\House30_7,8-3,4_fast.csv",5,1.1169084,0.17866660254591513,80.35769239999999,1.7075674608277727
PMFS,"House30_7,8-3,4_slow","results\PMFS\House30_7,8-3,4_slow.csv",5,0.9516854,0.21979544083146946,80.549436,1.2484243177627952
Particle Filter,"House01_1,3-2,4_fast","results\ParticleFilter\House01_1,3-2,4_fast.csv",5,5.1333632,0.7396700141202832,81.2987966,7.679739518591323
Particle Filter,"House01_1,3-2,4_slow","results\ParticleFilter\House01_1,3-2,4_slow.csv",5,1.0449366,0.01563491921309476,57.76835680000001,1.5215416760076612
Particle Filter,"House01_2,4-1_fast","results\ParticleFilter\House01_2,4-1_fast.csv",5,1.0866124,0.05175851273751978,82.8585186,6.818804441963731
Particle Filter,"House01_2,4-1_slow","results\ParticleFilter\House01_2,4-1_slow.csv",5,1.7961398,0.11818283802947024,59.680520200000004,1.893411235177056
Particle Filter,"House02_3,5-1_fast","results\ParticleFilter\House02_3,5-1_fast.csv",5,1.0811816,0.049846478695089395,172.2528086,17.70325799012856
Particle Filter,"House02_3,5-1_slow","results\ParticleFilter\House02_3,5-1_slow.csv",5,1.1646556000000001,0.036074067615116535,65.85009099999999,2.4955068112784256
Particle Filter,"House02_4,5-3_fast","results\ParticleFilter\House02_4,5-3_fast.csv",5,1.092609,0.036390410288975834,57.836354400000005,1.6119377016138996
Particle Filter,"House02_4,5-3_slow","results\ParticleFilter\House02_4,5-3_slow.csv",5,1.0392838,0.022965564475971416,58.477648,1.4709039906990873
Particle Filter,"House03_1-2,5_fast","results\ParticleFilter\House03_1-2,5_fast.csv",5,3.0960374,0.4723483501911487,56.4039834,0.8038044916746236
Particle Filter,"House03_1-2,5_slow","results\ParticleFilter\House03_1-2,5_slow.csv",5,4.3164026,0.22477824399238458,62.062393,1.7137111272357164
Particle Filter,House03_5-3_fast,results\ParticleFilter\House03_5-3_fast.csv,5,1.1286968,0.055390796737364294,351.59619299999997,35.420573098851534
Particle Filter,House03_5-3_slow,results\ParticleFilter\House03_5-3_slow.csv,5,1.1682274,0.035680273188416003,353.40998479999996,63.18220681717852
Particle Filter,"House04_5,7-1,2_fast","results\ParticleFilter\House04_5,7-1,2_fast.csv",5,1.0588244,0.02943847318221517,277.079342,20.037359045174558
Particle Filter,"House04_5,7-1,2_slow","results\ParticleFilter\House04_5,7-1,2_slow.csv",5,1.6425308,0.19116696042125067,162.263503,16.788606588131124
Particle Filter,"House04_7-3,8_fast","results\ParticleFilter\House04_7-3,8_fast.csv",5,1.1396668,0.047047601030233234,61.5762422,0.6466938876815687
Particle Filter,"House04_7-3,8_slow","results\ParticleFilter\House04_7-3,8_slow.csv",5,1.1226554,0.048249398553764325,58.8163842,1.6297185092827213
Particle Filter,"House05_4,8-5_fast","results\ParticleFilter\House05_4,8-5_fast.csv",5,1.0742518,0.0439189778421584,71.5167596,3.6535894198478727
Particle Filter,"House05_4,8-5_slow","results\ParticleFilter\House05_4,8-5_slow.csv",5,1.066282,0.027176004424859766,59.6143966,1.9764838426051694
Particle Filter,"House05_7-1,2_fast","results\ParticleFilter\House05_7-1,2_fast.csv",5,1.1338154,0.04487500399777143,84.5365204,4.8181795854910625
Particle Filter,"House05_7-1,2_slow","results\ParticleFilter\House05_7-1,2_slow.csv",5,1.1313309999999999,0.051717316398862005,57.9501852,1.7646528919448135
Particle Filter,"House06_1,2-5_fast","results\ParticleFilter\House06_1,2-5_fast.csv",5,2.3971264,0.2752693990935061,67.7380794,1.8451681464340317
Particle Filter,"House06_1,2-5_slow","results\ParticleFilter\House06_1,2-5_slow.csv",5,3.4937098,0.46613341628840554,90.4701604,8.094644929584883
Particle Filter,"House06_1-4,5_fast","results\ParticleFilter\House06_1-4,5_fast.csv",5,2.0382132,0.23383990763383392,67.4684252,3.7319360265385955
Particle Filter,"House06_1-4,5_slow","results\ParticleFilter\House06_1-4,5_slow.csv",5,2.3708324,0.4439376735143121,81.98025399999999,8.399750426645484
Particle Filter,"House07_1,3-5_fast","results\ParticleFilter\House07_1,3-5_fast.csv",5,1.1753794,0.024102726252438693,166.277986,17.371904092605508
Particle Filter,"House07_1,3-5_slow","results\ParticleFilter\House07_1,3-5_slow.csv",5,1.6127437999999998,0.1839446387522615,57.81364140000001,1.5834465754414622
Particle Filter,House07_6-1_fast,results\ParticleFilter\House07_6-1_fast.csv,5,1.0423088,0.022941105056208628,80.9195074,7.36680609962963
Particle Filter,House07_6-1_slow,results\ParticleFilter\House07_6-1_slow.csv,5,3.4849159999999997,0.28738726674210874,103.06962840000001,14.948390960969256
Particle Filter,"House08_1,3-7_fast","results\ParticleFilter\House08_1,3-7_fast.csv",5,1.1684990000000002,0.025702236089492275,242.6685994,15.855480194657742
Particle Filter,"House08_1,3-7_slow","results\ParticleFilter\House08_1,3-7_slow.csv",5,1.2508008,0.053860901600326014,66.6794974,1.349450909321011
Particle Filter,"House08_8,7-6_fast","results\ParticleFilter\House08_8,7-6_fast.csv",5,1.0502638000000002,0.026263731060152087,195.28185960000002,28.782558732201352
Particle Filter,"House08_8,7-6_slow","results\ParticleFilter\House08_8,7-6_slow.csv",5,1.1297564,0.058169586450309195,191.832427,22.183516800827142
Particle Filter,"House09_6-2,5_fast","results\ParticleFilter\House09_6-2,5_fast.csv",5,1.0739074,0.04190821389417595,279.9713838,18.707761192438568
Particle Filter,"House09_6-2,5_slow","results\ParticleFilter\House09_6-2,5_slow.csv",5,1.1222622,0.04588079778839945,63.1724042,1.2281846607030251
Particle Filter,"House09_6-7,3_fast","results\ParticleFilter\House09_6-7,3_fast.csv",5,1.1355312000000002,0.02061087217222984,343.9391432,95.7181978487083
Particle Filter,"House09_6-7,3_slow","results\ParticleFilter\House09_6-7,3_slow.csv",5,1.079307,0.03835405416641116,58.742546600000004,1.2750526346301556
Particle Filter,"House10_1-3,2_fast","results\ParticleFilter\House10_1-3,2_fast.csv",5,1.4189156,0.13838944494541477,113.18462380000001,17.73991708231912
Particle Filter,"House10_1-3,2_slow","results\ParticleFilter\House10_1-3,2_slow.csv",5,1.7609363999999998,0.20936500835693628,146.28612619999998,8.61958062228768
Particle Filter,"House10_2,3-1_fast","results\ParticleFilter\House10_2,3-1_fast.csv",5,1.1396156,0.039735875443986365,218.89713899999998,29.060821127742113
Particle Filter,"House10_2,3-1_slow","results\ParticleFilter\House10_2,3-1_slow.csv",5,1.8962033999999999,0.24176052606515397,148.62326000000002,7.965533752043835
Particle Filter,"House11_1-2,3_fast","results\ParticleFilter\House11_1-2,3_fast.csv",5,1.398739,0.09179029526589405,86.9757882,13.557336193086572
Particle Filter,"House11_1-2,3_slow","results\ParticleFilter\House11_1-2,3_slow.csv",5,1.4374508000000001,0.08161550910335608,126.59779640000002,12.856397490541738
Particle Filter,House11_3-2_fast,results\ParticleFilter\House11_3-2_fast.csv,5,1.439875,0.17664591134668242,122.75426039999999,11.506911229724476
Particle Filter,House11_3-2_slow,results\ParticleFilter\House11_3-2_slow.csv,5,2.3517808,0.2638583811814589,200.59557360000002,22.879684226212895
Particle Filter,"House12_4,6-1_fast","results\ParticleFilter\House12_4,6-1_fast.csv",5,1.6064060000000002,0.19341583306053312,84.0929038,10.081475341864188
Particle Filter,"House12_4,6-1_slow","results\ParticleFilter\House12_4,6-1_slow.csv",5,1.3482524,0.08356406912244042,90.2425318,10.489842834731162
Particle Filter,"House12_6,7-1_fast","results\ParticleFilter\House12_6,7-1_fast.csv",5,1.4203503999999998,0.13445795804190994,92.2180272,10.617505422827255
Particle Filter,"House12_6,7-1_slow","results\ParticleFilter\House12_6,7-1_slow.csv",5,2.4138911999999997,0.3622866060623825,167.3728704,10.772085680317222
Particle Filter,"House13_1,3-6_fast","results\ParticleFilter\House13_1,3-6_fast.csv",5,1.9819724,0.30115046292642494,78.32428519999999,7.668446280243394
Particle Filter,"House13_1,3-6_slow","results\ParticleFilter\House13_1,3-6_slow.csv",5,1.9093834,0.12550712005021872,103.4534674,15.037728974170877
Particle Filter,"House13_2,3-4,6_fast","results\ParticleFilter\House13_2,3-4,6_fast.csv",5,1.6645132,0.2364414977435222,76.5669558,3.36622949219668
Particle Filter,"House13_2,3-4,6_slow","results\ParticleFilter\House13_2,3-4,6_slow.csv",5,2.1897422,0.24680679021088545,95.757881,12.749175996172633
Particle Filter,"House14_1,2-4,5_fast","results\ParticleFilter\House14_1,2-4,5_fast.csv",5,2.2539886,0.3005464862251762,76.1676732,4.256006235486703
Particle Filter,"House14_1,2-4,5_slow","results\ParticleFilter\House14_1,2-4,5_slow.csv",5,2.7108841999999997,0.4342494213890215,80.138114,6.18598750664233
Particle Filter,"House14_3,4-2,6_fast","results\ParticleFilter\House14_3,4-2,6_fast.csv",5,2.1419296,0.4295477216460355,65.6197488,2.3099596270090332
Particle Filter,"House14_3,4-2,6_slow","results\ParticleFilter\House14_3,4-2,6_slow.csv",5,2.7855018,0.2577442479517245,103.9698688,16.81242839273224
Particle Filter,"House15_1,2-3,4_fast","results\ParticleFilter\House15_1,2-3,4_fast.csv",5,2.7335894,0.44088897639008856,78.0010342,4.578820504547341
Particle Filter,"House15_1,2-3,4_slow","results\ParticleFilter\House15_1,2-3,4_slow.csv",5,3.6183639999999997,0.2583131579904515,101.548525,16.615686956400644
Particle Filter,"House15_3-1,2_fast","results\ParticleFilter\House15_3-1,2_fast.csv",5,1.7627156,0.22673343574294458,62.4046858,0.9560818807145661
Particle Filter,"House15_3-1,2_slow","results\ParticleFilter\House15_3-1,2_slow.csv",5,2.1399914,0.27917942916572486,81.9458976,10.919233681021842
Particle Filter,"House16_1,2-4,5,6_fast","results\ParticleFilter\House16_1,2-4,5,6_fast.csv",5,2.0901226,0.15101903462246066,76.934944,6.144807052140855
Particle Filter,"House16_1,2-4,5,6_slow","results\ParticleFilter\House16_1,2-4,5,6_slow.csv",5,3.0425224,0.4954492761709316,110.98916,13.18164431725031
Particle Filter,"House16_3,4,5-2_fast","results\ParticleFilter\House16_3,4,5-2_fast.csv",5,1.6438133999999998,0.2269391823458435,65.67621399999999,1.5520308171790602
Particle Filter,"House16_3,4,5-2_slow","results\ParticleFilter\House16_3,4,5-2_slow.csv",5,1.6877194,0.1615481630808596,80.019256,8.970489605071482
Particle Filter,"House17_3,6-1_fast","results\ParticleFilter\House17_3,6-1_fast.csv",5,1.4570778,0.14365809662772225,89.551793,9.957419593482014
Particle Filter,"House17_3,6-1_slow","results\ParticleFilter\House17_3,6-1_slow.csv",5,1.7429811999999998,0.23237273876619005,148.118165,16.683952409310184
Particle Filter,"House17_4,6-1,2_fast","results\ParticleFilter\House17_4,6-1,2_fast.csv",5,1.540259,0.11087977789254452,92.8926316,10.201394229351557
Particle Filter,"House17_4,6-1,2_slow","results\ParticleFilter\House17_4,6-1,2_slow.csv",5,1.6610026000000002,0.1464033763452879,104.0781604,17.426974794604384
Particle Filter,"House18_1,2-4,5_fast","results\ParticleFilter\House18_1,2-4,5_fast.csv",5,1.2580069999999999,0.04395295774461604,119.68932420000002,8.246943393312867
Particle Filter,"House18_1,2-4,5_slow","results\ParticleFilter\House18_1,2-4,5_slow.csv",5,1.6395824,0.20084831693295316,233.1562558,20.66905025607818
Particle Filter,"House18_5,3-1_fast","results\ParticleFilter\House18_5,3-1_fast.csv",5,1.3914161999999999,0.05428128095117136,140.6371748,15.636265491127691
Particle Filter,"House18_5,3-1_slow","results\ParticleFilter\House18_5,3-1_slow.csv",5,1.3556378,0.10959166217691925,137.4176886,10.89741928991667
Particle Filter,"House19_2,4-1,5_fast","results\ParticleFilter\House19_2,4-1,5_fast.csv",5,1.3278648,0.06268425938144281,180.964113,25.380707750640394
Particle Filter,"House19_2,4-1,5_slow","results\ParticleFilter\House19_2,4-1,5_slow.csv",5,1.3615211999999999,0.0840547111422079,211.3849278,25.764672218294745
Particle Filter,"House19_4,5-1_fast","results\ParticleFilter\House19_4,5-1_fast.csv",5,1.1244554,0.0386051438839438,119.40554219999999,16.33320852970301
Particle Filter,"House19_4,5-1_slow","results\ParticleFilter\House19_4,5-1_slow.csv",5,1.2751686,0.07240998473138902,228.99429959999998,17.046651697055317
Particle Filter,"House20_2-1,4_fast","results\ParticleFilter\House20_2-1,4_fast.csv",5,1.1318962,0.046444593498059586,124.4590284,12.592669966726385
Particle Filter,"House20_2-1,4_slow","results\ParticleFilter\House20_2-1,4_slow.csv",5,1.243649,0.051653382420708896,183.7088742,15.165137297710844
Particle Filter,House20_4-1_fast,results\ParticleFilter\House20_4-1_fast.csv,5,1.2720138,0.043994231584379304,147.8738262,17.765111608852074
Particle Filter,House20_4-1_slow,results\ParticleFilter\House20_4-1_slow.csv,5,1.319374,0.10556599200500134,198.1651252,20.892037959453642
Particle Filter,"House21_1,2,5-9,10_fast","results\ParticleFilter\House21_1,2,5-9,10_fast.csv",5,1.2681264,0.05534196488470569,104.548494,15.678812503456646
Particle Filter,"House21_1,2,5-9,10_slow","results\ParticleFilter\House21_1,2,5-9,10_slow.csv",5,1.2628974,0.03965827322640253,132.49448239999998,16.160159214647738
Particle Filter,"House21_6,8-1,2_fast","results\ParticleFilter\House21_6,8-1,2_fast.csv",5,1.2567270000000001,0.03826762706910374,133.3119668,19.252291453488997
Particle Filter,"House21_6,8-1,2_slow","results\ParticleFilter\House21_6,8-1,2_slow.csv",5,1.5718672,0.17188480980499704,200.0077492,13.386717302070162
Particle Filter,House22_2-5_fast,results\ParticleFilter\House22_2-5_fast.csv,5,1.6340046000000001,0.1924925994338484,85.7227614,10.961052867025744
Particle Filter,House22_2-5_slow,results\ParticleFilter\House22_2-5_slow.csv,5,1.4791848,0.1446219440185341,97.1441784,11.576743924942079
Particle Filter,House22_6-1_fast,results\ParticleFilter\House22_6-1_fast.csv,5,1.5594176000000002,0.18270124744045946,110.8597372,13.804333663738527
Particle Filter,House22_6-1_slow,results\ParticleFilter\House22_6-1_slow.csv,5,2.5902844000000003,0.43707553743981137,185.5259942,13.93120272903469
Particle Filter,"House23_13,14-5,6,10_fast","results\ParticleFilter\House23_13,14-5,6,10_fast.csv",5,2.3138854,0.4342714360918757,80.3986146,7.077619679170412
Particle Filter,"House23_13,14-5,6,10_slow","results\ParticleFilter\House23_13,14-5,6,10_slow.csv",5,2.1120984,0.19821605821754196,107.89687180000001,17.343104594576765
Particle Filter,"House23_15-6,10_fast","results\ParticleFilter\House23_15-6,10_fast.csv",5,1.553556,0.11759896235086433,72.55390680000001,4.971180737261288
Particle Filter,"House23_15-6,10_slow","results\ParticleFilter\House23_15-6,10_slow.csv",5,2.665213,0.37825704669444044,124.34537700000001,6.721500011035562
Particle Filter,"House24_2,4-1_fast","results\ParticleFilter\House24_2,4-1_fast.csv",5,2.122096,0.36929292622320825,68.3477996,3.117054267502859
Particle Filter,"House24_2,4-1_slow","results\ParticleFilter\House24_2,4-1_slow.csv",5,2.2947302,0.3047277831158492,98.1839872,14.217800969388765
Particle Filter,House24_2-1_fast,results\ParticleFilter\House24_2-1_fast.csv,5,1.6464662,0.22862051119420582,69.25703060000001,2.895858935040569
Particle Filter,House24_2-1_slow,results\ParticleFilter\House24_2-1_slow.csv,5,2.4803425999999997,0.24751229935459768,86.9686946,8.688616610292764
Particle Filter,"House25_2,7-3_fast","results\ParticleFilter\House25_2,7-3_fast.csv",5,2.0092108,0.21547004738524556,89.07552580000001,10.427685171462326
Particle Filter,"House25_2,7-3_slow","results\ParticleFilter\House25_2,7-3_slow.csv",5,2.6991500000000004,0.3211992657253437,111.65213320000001,12.554178881630916
Particle Filter,"House25_3,4-1,7_fast","results\ParticleFilter\House25_3,4-1,7_fast.csv",5,1.5019508,0.18049908570045442,64.6783462,1.1660590370576014
Particle Filter,"House25_3,4-1,7_slow","results\ParticleFilter\House25_3,4-1,7_slow.csv",5,1.6907082,0.14889151164589606,89.268737,15.121946955814073
Particle Filter,"House26_4,5-1,3_fast","results\ParticleFilter\House26_4,5-1,3_fast.csv",5,1.4545678,0.15616550703564477,73.145327,3.560131239596304
Particle Filter,"House26_4,5-1,3_slow","results\ParticleFilter\House26_4,5-1,3_slow.csv",5,1.5401208,0.15816474098451902,107.521583,15.282278177730525
Particle Filter,"House26_5,6-3_fast","results\ParticleFilter\House26_5,6-3_fast.csv",5,1.9201278,0.2628283123327851,125.63537140000001,11.794397478056428
Particle Filter,"House26_5,6-3_slow","results\ParticleFilter\House26_5,6-3_slow.csv",5,2.6367754,0.1933180092226278,159.13688059999998,18.73140547628017
Particle Filter,"House27_3,4-9_fast","results\ParticleFilter\House27_3,4-9_fast.csv",5,1.4144214,0.09368881182563904,109.3938848,15.055200935681734
Particle Filter,"House27_3,4-9_slow","results\ParticleFilter\House27_3,4-9_slow.csv",5,1.8811486000000002,0.19583411801394573,153.47449699999999,17.292633719386114
Particle Filter,"House27_7,8,9-1,2,3,4_fast","results\ParticleFilter\House27_7,8,9-1,2,3,4_fast.csv",5,1.4809938,0.1552300658142617,108.8540548,8.602983125026675
Particle Filter,"House27_7,8,9-1,2,3,4_slow","results\ParticleFilter\House27_7,8,9-1,2,3,4_slow.csv",5,1.5769172,0.17930228680833946,168.1411252,23.27223292903687
Particle Filter,"House28_5,7-2,3_fast","results\ParticleFilter\House28_5,7-2,3_fast.csv",5,1.3216624,0.06339799286491642,100.724042,8.016262505072701
Particle Filter,"House28_5,7-2,3_slow","results\ParticleFilter\House28_5,7-2,3_slow.csv",5,1.6606999999999998,0.24672838399442418,186.61139640000002,21.58055785874785
Particle Filter,"House28_8-1,3_fast","results\ParticleFilter\House28_8-1,3_fast.csv",5,1.331871,0.07536932136486306,105.6161996,11.719743431566014
Particle Filter,"House28_8-1,3_slow","results\ParticleFilter\House28_8-1,3_slow.csv",5,1.5639968,0.09244219753013232,130.6879932,19.048495217242817
Particle Filter,House29_1-3_fast,results\ParticleFilter\House29_1-3_fast.csv,5,1.8580392,0.14757901348328634,119.821262,16.422832622791766
Particle Filter,House29_1-3_slow,results\ParticleFilter\House29_1-3_slow.csv,5,1.8228646000000002,0.24360631209248257,120.8461338,17.32827475658205
Particle Filter,House29_3-1_fast,results\ParticleFilter\House29_3-1_fast.csv,5,1.2348607999999999,0.02086507437561631,71.4205364,3.9180068614493675
Particle Filter,House29_3-1_slow,results\ParticleFilter\House29_3-1_slow.csv,5,1.6460874,0.2150056527473174,143.569722,13.945954811871259
Particle Filter,"House30_1,8-5_fast","results\ParticleFilter\House30_1,8-5_fast.csv",5,2.6333978,0.3834669773464202,101.04793520000001,11.1146822337297
Particle Filter,"House30_1,8-5_slow","results\ParticleFilter\House30_1,8-5_slow.csv",5,2.5562364000000004,0.38238426745265025,111.1350464,17.814402029514746
Particle Filter,"House30_7,8-3,4_fast","results\ParticleFilter\House30_7,8-3,4_fast.csv",5,1.4790476,0.09289920671781865,68.66077800000001,3.1087530857811014
Particle Filter,"House30_7,8-3,4_slow","results\ParticleFilter\House30_7,8-3,4_slow.csv",5,2.0401078,0.36751992557642366,103.5837742,8.222662246371831
Spiral,"House01_1,3-2,4_fast","results\Spiral\House01_1,3-2,4_fast.csv",5,5.279819399999999,0.6980534425330914,154.2045894,23.15259291885526
Spiral,"House01_1,3-2,4_slow","results\Spiral\House01_1,3-2,4_slow.csv",5,0.7858221999999999,0.06017550969622112,91.6200408,1.4470336852237402
Spiral,"House01_2,4-1_fast","results\Spiral\House01_2,4-1_fast.csv",5,0.7366564,0.027146063421792863,131.8875166,18.12717492386524
Spiral,"House01_2,4-1_slow","results\Spiral\House01_2,4-1_slow.csv",5,1.3848420000000001,0.23713289018185557,99.3211634,2.801125722114823
Spiral,"House02_3,5-1_fast","results\Spiral\House02_3,5-1_fast.csv",5,0.732263,0.03204619575706297,283.17778200000004,41.076755389231586
Spiral,"House02_3,5-1_slow","results\Spiral\House02_3,5-1_slow.csv",5,0.7967092,0.04057639869061815,106.70623379999999,3.467241971638148
Spiral,"House02_4,5-3_fast","results\Spiral\House02_4,5-3_fast.csv",5,0.8495542,0.04753594764701765,95.4914222,3.4332726650774057
